analysis_death_index,raw_death_index,raw_death_time,time_since_burnin,x,y,in_T_zone
688,1188,20.2872590036,11.1314985144,0.3737204968,8.7902224566,0
689,1189,20.3425377397,11.1867772506,6.5605883975,2.6764909452,1
690,1190,20.4077659812,11.2520054921,6.6033554684,1.8400769472,1
691,1191,20.4237102498,11.2679497607,4.3071547528,4.9563621954,1
692,1192,20.4837309782,11.3279704891,3.6629393011,2.0662923531,1
693,1193,20.4856760000,11.3299155109,2.2522640308,7.2027269073,0
694,1194,20.4864944997,11.3307340106,5.2684601413,9.3041448758,1
695,1195,20.5072484267,11.3514879375,9.9076506488,1.7789879307,0
696,1196,20.5153717166,11.3596112275,4.1842261468,9.2988367823,1
697,1197,20.5281450049,11.3723845158,3.6508424855,1.3489075793,1
698,1198,20.5531611367,11.3974006475,8.2488056504,8.7680495275,0
699,1199,20.5588946868,11.4031341977,0.7861789008,3.6062079388,1
700,1200,20.6642668597,11.5085063706,3.3468653378,9.4259856097,1
701,1201,20.6817125788,11.5259520897,3.9081295262,0.1339186693,1
702,1202,20.6898303072,11.5340698180,2.1859959494,5.0528660705,1
703,1203,20.7066799244,11.5509194352,5.8854466286,9.4075407883,1
704,1204,20.7156261471,11.5598656580,5.1039695661,0.6482209148,1
705,1205,20.7382205564,11.5824600673,5.7693911081,0.5868779760,1
706,1206,20.7393782781,11.5836177889,4.6883458487,1.7596741194,1
707,1207,20.7451533447,11.5893928556,0.3657135015,9.8528751203,0
708,1208,20.7518054518,11.5960449627,1.2845625804,9.9067465609,0
709,1209,20.8192901969,11.6635297078,3.3192627372,0.8557848287,0
710,1210,20.8549309706,11.6991704815,0.5495587107,6.2904758895,1
711,1211,20.8698369974,11.7140765083,8.6644909092,9.1704303459,0
712,1212,20.8929146643,11.7371541752,5.7700947825,2.6467126498,1
713,1213,20.8998183359,11.7440578468,1.0950136053,1.2683004165,0
714,1214,20.9237942215,11.7680337324,1.3596283023,4.3849613348,1
715,1215,20.9401668778,11.7844063886,0.9003414478,3.9978608276,1
716,1216,20.9441556061,11.7883951170,9.0979228328,9.7586591491,0
717,1217,20.9494108527,11.7936503636,6.2785984713,5.6391907749,1
718,1218,20.9550129463,11.7992524572,7.5819326644,9.1476545799,0
719,1219,20.9792798933,11.8235194042,9.6531389190,2.1135048043,0
720,1220,20.9802097675,11.8244492784,8.1810899926,0.3372519112,0
721,1221,21.0025811596,11.8468206704,9.7022671828,1.2446809397,0
722,1222,21.0297186156,11.8739581264,8.3219282561,0.1954958340,0
723,1223,21.1038398977,11.9480794086,5.0929111772,8.7443712551,1
724,1224,21.1397370642,11.9839765751,2.6207971331,6.7464385122,0
725,1225,21.1448062884,11.9890457993,2.9680846592,5.5258083032,1
